country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,field_edu,number,reg_oecd,reg_regions
"SWE","FRA",1,3,3,3,3,140,1,"EURO"
"IRL","FRA",1,3,4,1,7,6,1,"EURO"
"FIN","FRA",1,3,3,1,4,34,1,"EURO"
"AUT","FRA",1,3,34,3,2,23,1,"EURO"
"NZL","FRA",1,3,4,3,5,9,1,"EURO"
"SVK","FRA",1,3,3,3,2,16,1,"EURO"
"HUN","FRA",1,3,34,1,7,9,1,"EURO"
"IRL","FRA",1,3,4,2,4,3,1,"EURO"
"FIN","FRA",1,3,3,1,9,1,1,"EURO"
"MEX","FRA",1,3,4,3,8,7,1,"EURO"
"SVK","FRA",1,3,3,3,5,2,1,"EURO"
"MEX","FRA",1,3,3,3,6,116,1,"EURO"
"GRC","FRA",1,3,3,2,4,33,1,"EURO"
"DNK","FRA",1,3,3,3,5,46,1,"EURO"
"NZL","FRA",1,3,3,3,5,9,1,"EURO"
"IRL","FRA",1,3,3,2,7,3,1,"EURO"
"ESP","FRA",1,3,3,3,,220,1,"EURO"
"SWE","FRA",1,3,3,2,3,10,1,"EURO"
"IRL","FRA",1,3,3,3,9,33,1,"EURO"
"SWE","FRA",1,3,4,3,4,20,1,"EURO"
"CAN","FRA",1,3,3,1,3,4565,1,"EURO"
"HUN","FRA",1,3,34,1,3,22,1,"EURO"
"IRL","FRA",1,3,3,2,99,36,1,"EURO"
"IRL","FRA",1,3,3,3,4,129,1,"EURO"
"NZL","FSM",1,3,4,3,3,3,0,"OCEA"
"NZL","FSM",1,3,4,3,6,3,0,"OCEA"
"CZE","FYUG",1,3,4,3,99,1,0,"EURO"
"NZL","FYUG",1,3,3,3,7,6,0,"EURO"
"ESP","FYUG",1,3,3,3,4,40,0,"EURO"
"SVK","FYUG",1,3,3,1,2,12,0,"EURO"
"FIN","FYUG",1,3,4,2,6,2,0,"EURO"
"DNK","FYUG",1,3,3,2,1,12,0,"EURO"
"NZL","FYUG",1,3,3,1,8,60,0,"EURO"
"AUS","FYUG",1,3,3,2,2,29,0,"EURO"
"NZL","FYUG",1,3,4,3,6,3,0,"EURO"
"NOR","FYUG",1,3,3,3,9,12,0,"EURO"
"GRC","FYUG",1,3,3,2,6,8,0,"EURO"
"NZL","FYUG",1,3,4,1,99,6,0,"EURO"
"NZL","FYUG",1,3,3,3,3,9,0,"EURO"
"ESP","FYUG",1,3,3,1,2,40,0,"EURO"
"AUS","FYUG",1,3,3,3,3,219,0,"EURO"
"NZL","FYUG",1,3,3,2,2,3,0,"EURO"
"NOR","FYUG",1,3,3,1,8,115,0,"EURO"
"DNK","FYUG",1,3,3,1,7,102,0,"EURO"
"FIN","FYUG",1,3,3,1,99,1,0,"EURO"
"HUN","FYUG",1,3,34,3,4,392,0,"EURO"
"NZL","FYUG",1,3,4,2,7,3,0,"EURO"
"CZE","FYUG",1,3,3,3,99,27,0,"EURO"
"CZE","FYUG",1,3,4,1,3,4,0,"EURO"
"CAN","FYUG",1,3,3,1,9,400,0,"EURO"
"MEX","FYUG",1,3,4,1,3,3,0,"EURO"
"AUS","FYUG",1,3,3,2,5,53,0,"EURO"
"FIN","FYUG",1,3,3,2,7,3,0,"EURO"
"GRC","FYUG",1,3,3,1,99,20,0,"EURO"
"GRC","FYUG",1,3,3,3,2,36,0,"EURO"
"DNK","FYUG",1,3,3,1,2,61,0,"EURO"
"SWE","FYUG",1,3,3,3,8,300,0,"EURO"
"HUN","FYUG",1,3,34,3,5,65,0,"EURO"
"NZL","FYUG",1,3,3,2,4,12,0,"EURO"
"AUT","FYUG",1,3,34,3,1,12,0,"EURO"
"MEX","FYUG",1,3,3,3,2,1,0,"EURO"
"CAN","FYUG",1,3,3,1,5,1895,0,"EURO"
"NOR","FYUG",1,3,3,3,8,40,0,"EURO"
"CAN","FYUG",1,3,3,3,3,410,0,"EURO"
"CAN","FYUG",1,3,4,1,4,35,0,"EURO"
"AUS","FYUG",1,3,3,1,9,172,0,"EURO"
"ESP","FYUG",1,3,3,3,2,40,0,"EURO"
"SVK","FYUG",1,3,3,99,5,1,0,"EURO"
"GRC","FYUG",1,3,4,1,5,2,0,"EURO"
"AUT","FYUG",1,3,34,2,6,82,0,"EURO"
"CAN","FYUG",1,3,3,1,1,10,0,"EURO"
"GRC","FYUG",1,3,3,3,7,7,0,"EURO"
"HUN","FYUG",1,3,34,1,3,191,0,"EURO"
"CAN","FYUG",1,3,3,2,3,190,0,"EURO"
"SVK","FYUG",1,3,3,2,6,1,0,"EURO"
"MEX","FYUG",1,3,4,1,5,1,0,"EURO"
"SWE","FYUG",1,3,3,1,5,330,0,"EURO"
"SWE","FYUG",1,3,3,3,2,450,0,"EURO"
"GRC","FYUG",1,3,4,1,8,1,0,"EURO"
"GRC","FYUG",1,3,4,1,99,1,0,"EURO"
"NZL","FYUG",1,3,4,1,6,15,0,"EURO"
"GRC","FYUG",1,3,3,3,99,76,0,"EURO"
"NOR","FYUG",1,3,3,1,6,10,0,"EURO"
"SVK","FYUG",1,3,3,3,6,20,0,"EURO"
"HUN","FYUG",1,3,34,3,3,83,0,"EURO"
"NOR","FYUG",1,3,3,2,7,2,0,"EURO"
"NZL","FYUG",1,3,3,2,99,3,0,"EURO"
"FIN","FYUG",1,3,3,2,9,2,0,"EURO"
"SVK","FYUG",1,3,3,2,1,4,0,"EURO"
"SWE","FYUG",1,3,3,1,6,915,0,"EURO"
"NOR","FYUG",1,3,3,1,2,74,0,"EURO"
"DNK","FYUG",1,3,3,3,4,5,0,"EURO"
"SWE","FYUG",1,3,3,3,5,160,0,"EURO"
"GRC","FYUG",1,3,4,2,3,1,0,"EURO"
"GRC","FYUG",1,3,4,2,8,1,0,"EURO"
"CAN","FYUG",1,3,3,3,9,145,0,"EURO"
"CZE","FYUG",1,3,3,1,8,38,0,"EURO"
"MEX","FYUG",1,3,3,3,6,4,0,"EURO"
"CAN","FYUG",1,3,3,2,8,85,0,"EURO"
"GRC","FYUG",1,3,4,1,4,2,0,"EURO"
"FIN","FYUG",1,3,4,1,3,1,0,"EURO"
"AUT","FYUG",1,3,34,3,8,116,0,"EURO"
"FIN","FYUG",1,3,4,1,6,1,0,"EURO"
"GRC","FYUG",1,3,3,2,2,10,0,"EURO"
"DNK","FYUG",1,3,3,1,1,66,0,"EURO"
"AUT","FYUG",1,3,34,1,5,148,0,"EURO"
"DNK","FYUG",1,3,3,3,8,61,0,"EURO"
"DNK","FYUG",1,3,3,1,5,204,0,"EURO"
"AUT","FYUG",1,3,34,2,1,2,0,"EURO"
"NOR","FYUG",1,3,3,3,6,11,0,"EURO"
"CZE","FYUG",1,3,4,1,8,3,0,"EURO"
"DNK","FYUG",1,3,3,1,8,76,0,"EURO"
"NZL","FYUG",1,3,4,3,8,6,0,"EURO"
"SWE","FYUG",1,3,4,3,4,10,0,"EURO"
"NOR","FYUG",1,3,3,2,9,1,0,"EURO"
"MEX","FYUG",1,3,3,1,2,1,0,"EURO"
"GRC","FYUG",1,3,3,3,3,95,0,"EURO"
"DNK","FYUG",1,3,3,3,5,109,0,"EURO"
"HUN","FYUG",1,3,34,2,8,8,0,"EURO"
"HUN","FYUG",1,3,34,1,99,4,0,"EURO"
"FIN","FYUG",1,3,3,3,8,14,0,"EURO"
"CZE","FYUG",1,3,3,1,99,34,0,"EURO"
"GRC","FYUG",1,3,4,3,8,3,0,"EURO"
"CAN","FYUG",1,3,3,1,4,3355,0,"EURO"
"CAN","FYUG",1,3,3,3,5,440,0,"EURO"
"CAN","FYUG",1,3,4,3,5,35,0,"EURO"
"HUN","FYUG",1,3,34,1,2,658,0,"EURO"
"SVK","FYUG",1,3,3,1,7,3,0,"EURO"
"SVK","FYUG",1,3,4,3,3,5,0,"EURO"
"IRL","FYUG",1,3,3,3,5,3,0,"EURO"
"NZL","FYUG",1,3,4,1,7,12,0,"EURO"
"SVK","FYUG",1,3,4,1,7,1,0,"EURO"
"CZE","FYUG",1,3,3,3,1,1,0,"EURO"
"CZE","FYUG",1,3,3,1,5,22,0,"EURO"
"SVK","FYUG",1,3,4,3,8,4,0,"EURO"
"IRL","FYUG",1,3,3,1,99,9,0,"EURO"
"GRC","FYUG",1,3,3,2,3,24,0,"EURO"
"DNK","FYUG",1,3,3,3,1,60,0,"EURO"
"NZL","FYUG",1,3,3,1,3,33,0,"EURO"
"GRC","FYUG",1,3,4,3,5,2,0,"EURO"
"CAN","FYUG",1,3,3,2,2,45,0,"EURO"
"CZE","FYUG",1,3,3,1,9,13,0,"EURO"
"NZL","FYUG",1,3,3,3,99,15,0,"EURO"
"AUS","FYUG",1,3,3,3,5,121,0,"EURO"
"NOR","FYUG",1,3,3,3,4,58,0,"EURO"
"AUS","FYUG",1,3,4,3,5,5,0,"EURO"
"AUT","FYUG",1,3,34,1,8,231,0,"EURO"
"NZL","FYUG",1,3,4,2,8,6,0,"EURO"
"ESP","FYUG",1,3,3,1,8,100,0,"EURO"
"GRC","FYUG",1,3,3,2,9,4,0,"EURO"
"NOR","FYUG",1,3,3,2,5,13,0,"EURO"
"CAN","FYUG",1,3,4,1,3,20,0,"EURO"
"FIN","FYUG",1,3,3,1,7,3,0,"EURO"
"AUS","FYUG",1,3,4,3,8,7,0,"EURO"
"GRC","FYUG",1,3,3,3,5,31,0,"EURO"
"SWE","FYUG",1,3,3,3,99,305,0,"EURO"
"NOR","FYUG",1,3,3,1,5,107,0,"EURO"
"AUS","FYUG",1,3,4,1,3,14,0,"EURO"
"IRL","FYUG",1,3,3,3,99,3,0,"EURO"
"AUT","FYUG",1,3,34,1,7,66,0,"EURO"
"CAN","FYUG",1,3,3,3,1,10,0,"EURO"
"AUT","FYUG",1,3,34,3,2,123,0,"EURO"
"GRC","FYUG",1,3,4,3,99,1,0,"EURO"
"GRC","FYUG",1,3,3,2,99,9,0,"EURO"
"FIN","FYUG",1,3,3,3,9,4,0,"EURO"
"NOR","FYUG",1,3,3,2,3,9,0,"EURO"
"AUT","FYUG",1,3,34,3,4,174,0,"EURO"
"HUN","FYUG",1,3,34,3,99,3,0,"EURO"
"NOR","FYUG",1,3,3,1,1,80,0,"EURO"
"DNK","FYUG",1,3,3,2,4,1,0,"EURO"
"MEX","FYUG",1,3,3,1,5,5,0,"EURO"
"NOR","FYUG",1,3,3,2,4,17,0,"EURO"
"AUS","FYUG",1,3,3,1,8,473,0,"EURO"
"NOR","FYUG",1,3,3,3,99,3,0,"EURO"
"AUS","FYUG",1,3,3,99,2,4,0,"EURO"
"AUT","FYUG",1,3,34,1,3,297,0,"EURO"
"SVK","FYUG",1,3,3,3,5,4,0,"EURO"
"SWE","FYUG",1,3,3,2,2,65,0,"EURO"
"SWE","FYUG",1,3,3,2,3,35,0,"EURO"
"AUT","FYUG",1,3,34,3,6,501,0,"EURO"
"SWE","FYUG",1,3,3,2,5,40,0,"EURO"
"AUS","FYUG",1,3,4,1,5,49,0,"EURO"
"AUS","FYUG",1,3,3,2,4,114,0,"EURO"
"ESP","FYUG",1,3,3,3,7,20,0,"EURO"
"CAN","FYUG",1,3,3,2,6,410,0,"EURO"
"DNK","FYUG",1,3,3,2,5,16,0,"EURO"
"AUS","FYUG",1,3,3,2,7,9,0,"EURO"
"NZL","FYUG",1,3,4,3,2,3,0,"EURO"
"AUS","FYUG",1,3,3,3,4,415,0,"EURO"
"AUT","FYUG",1,3,34,3,3,175,0,"EURO"
"FIN","FYUG",1,3,3,3,5,3,0,"EURO"
"HUN","FYUG",1,3,34,3,9,69,0,"EURO"
"SVK","FYUG",1,3,3,3,2,17,0,"EURO"
"CAN","FYUG",1,3,3,3,4,1140,0,"EURO"
"SWE","FYUG",1,3,3,1,4,1025,0,"EURO"
"SVK","FYUG",1,3,4,1,4,3,0,"EURO"
"CZE","FYUG",1,3,4,3,5,7,0,"EURO"
"CZE","FYUG",1,3,3,2,4,23,0,"EURO"
"NOR","FYUG",1,3,4,1,3,1,0,"EURO"
"SVK","FYUG",1,3,3,3,1,17,0,"EURO"
"FIN","FYUG",1,3,3,3,7,1,0,"EURO"
"SVK","FYUG",1,3,3,99,99,1,0,"EURO"
"CZE","FYUG",1,3,3,3,9,2,0,"EURO"
"IRL","FYUG",1,3,3,1,1,18,0,"EURO"
"NOR","FYUG",1,3,3,3,2,30,0,"EURO"
"MEX","FYUG",1,3,3,3,4,4,0,"EURO"
"HUN","FYUG",1,3,34,3,2,498,0,"EURO"
"GRC","FYUG",1,3,3,3,8,45,0,"EURO"
"DNK","FYUG",1,3,3,2,3,7,0,"EURO"
"AUS","FYUG",1,3,4,1,2,4,0,"EURO"
"SVK","FYUG",1,3,3,2,9,1,0,"EURO"
"SWE","FYUG",1,3,3,2,8,20,0,"EURO"
"NZL","FYUG",1,3,3,1,2,12,0,"EURO"
"NOR","FYUG",1,3,3,3,3,41,0,"EURO"
"ESP","FYUG",1,3,3,1,,20,0,"EURO"
"DNK","FYUG",1,3,3,3,7,42,0,"EURO"
"NOR","FYUG",1,3,4,1,9,1,0,"EURO"
"NZL","FYUG",1,3,3,2,3,6,0,"EURO"
"CAN","FYUG",1,3,3,1,6,4890,0,"EURO"
"HUN","FYUG",1,3,34,3,6,277,0,"EURO"
"GRC","FYUG",1,3,3,3,9,9,0,"EURO"
"GRC","FYUG",1,3,3,1,5,63,0,"EURO"
"SWE","FYUG",1,3,4,3,5,20,0,"EURO"
"AUS","FYUG",1,3,3,1,7,65,0,"EURO"
"AUS","FYUG",1,3,3,1,5,571,0,"EURO"
"CZE","FYUG",1,3,3,1,6,162,0,"EURO"
"ESP","FYUG",1,3,3,1,9,60,0,"EURO"
"AUS","FYUG",1,3,3,1,3,503,0,"EURO"
"GRC","FYUG",1,3,4,1,6,3,0,"EURO"
"NOR","FYUG",1,3,3,2,6,3,0,"EURO"
"CAN","FYUG",1,3,3,3,6,1075,0,"EURO"
"AUS","FYUG",1,3,3,1,2,362,0,"EURO"
"SVK","FYUG",1,3,3,3,8,11,0,"EURO"
"SVK","FYUG",1,3,4,1,6,1,0,"EURO"
"ESP","FYUG",1,3,4,3,3,20,0,"EURO"
"NOR","FYUG",1,3,4,3,8,1,0,"EURO"
"AUS","FYUG",1,3,3,2,99,21,0,"EURO"
"AUS","FYUG",1,3,3,99,3,4,0,"EURO"
"ESP","FYUG",1,3,3,1,4,100,0,"EURO"
"IRL","FYUG",1,3,3,2,4,3,0,"EURO"
"GRC","FYUG",1,3,3,1,7,10,0,"EURO"
"DNK","FYUG",1,3,3,2,6,1,0,"EURO"
"SWE","FYUG",1,3,4,1,8,55,0,"EURO"
"NZL","FYUG",1,3,4,1,8,24,0,"EURO"
"MEX","FYUG",1,3,3,1,4,9,0,"EURO"
"ESP","FYUG",1,3,3,3,9,60,0,"EURO"
"AUT","FYUG",1,3,34,2,2,27,0,"EURO"
"FIN","FYUG",1,3,3,2,6,56,0,"EURO"
"CAN","FYUG",1,3,3,3,8,490,0,"EURO"
"NZL","FYUG",1,3,3,3,4,15,0,"EURO"
"MEX","FYUG",1,3,3,1,6,12,0,"EURO"
"SVK","FYUG",1,3,3,3,4,11,0,"EURO"
"AUT","FYUG",1,3,34,1,99,123,0,"EURO"
"IRL","FYUG",1,3,3,2,6,3,0,"EURO"
"FIN","FYUG",1,3,3,1,4,45,0,"EURO"
"AUS","FYUG",1,3,3,2,8,25,0,"EURO"
"IRL","FYUG",1,3,3,3,6,9,0,"EURO"
"GRC","FYUG",1,3,3,1,6,147,0,"EURO"
"MEX","FYUG",1,3,3,3,8,4,0,"EURO"
"SVK","FYUG",1,3,3,99,6,1,0,"EURO"
"AUT","FYUG",1,3,34,2,4,47,0,"EURO"
"HUN","FYUG",1,3,34,1,4,549,0,"EURO"
"FIN","FYUG",1,3,3,2,3,5,0,"EURO"
"DNK","FYUG",1,3,3,2,8,6,0,"EURO"
"HUN","FYUG",1,3,34,1,9,117,0,"EURO"
"CZE","FYUG",1,3,4,1,6,7,0,"EURO"
"SVK","FYUG",1,3,4,3,5,1,0,"EURO"
"SWE","FYUG",1,3,4,1,3,10,0,"EURO"
"CAN","FYUG",1,3,3,2,9,40,0,"EURO"
"SVK","FYUG",1,3,4,1,3,3,0,"EURO"
"GRC","FYUG",1,3,3,1,4,167,0,"EURO"
"SWE","FYUG",1,3,3,2,4,115,0,"EURO"
"NOR","FYUG",1,3,3,3,5,49,0,"EURO"
"GRC","FYUG",1,3,3,1,3,137,0,"EURO"
"CAN","FYUG",1,3,3,3,2,420,0,"EURO"
"GRC","FYUG",1,3,3,3,6,45,0,"EURO"
"FIN","FYUG",1,3,4,3,99,1,0,"EURO"
"SWE","FYUG",1,3,3,2,7,5,0,"EURO"
"FIN","FYUG",1,3,3,1,3,19,0,"EURO"
"SVK","FYUG",1,3,3,1,9,4,0,"EURO"
"HUN","FYUG",1,3,34,1,1,1,0,"EURO"
"NOR","FYUG",1,3,3,3,1,56,0,"EURO"
"AUT","FYUG",1,3,34,1,1,15,0,"EURO"
"FIN","FYUG",1,3,3,3,4,29,0,"EURO"
"AUT","FYUG",1,3,34,1,6,755,0,"EURO"
"DNK","FYUG",1,3,3,3,3,64,0,"EURO"
"DNK","FYUG",1,3,3,2,2,4,0,"EURO"
"SWE","FYUG",1,3,4,3,6,15,0,"EURO"
"GRC","FYUG",1,3,3,2,5,12,0,"EURO"
"GRC","FYUG",1,3,3,1,2,62,0,"EURO"
"SWE","FYUG",1,3,4,1,5,35,0,"EURO"
"CZE","FYUG",1,3,4,2,5,1,0,"EURO"
"AUT","FYUG",1,3,34,2,7,4,0,"EURO"
"GRC","FYUG",1,3,3,2,4,30,0,"EURO"
"SWE","FYUG",1,3,3,2,99,50,0,"EURO"
"CZE","FYUG",1,3,4,1,4,6,0,"EURO"
"CZE","FYUG",1,3,3,2,9,2,0,"EURO"
"IRL","FYUG",1,3,3,2,1,6,0,"EURO"
"AUS","FYUG",1,3,3,1,6,1302,0,"EURO"
"FIN","FYUG",1,3,3,1,5,6,0,"EURO"
"IRL","FYUG",1,3,3,1,9,3,0,"EURO"
"IRL","FYUG",1,3,3,1,8,3,0,"EURO"
"CZE","FYUG",1,3,3,3,2,29,0,"EURO"
"IRL","FYUG",1,3,3,1,3,6,0,"EURO"
"CZE","FYUG",1,3,3,2,99,3,0,"EURO"
"DNK","FYUG",1,3,3,1,4,25,0,"EURO"
"CAN","FYUG",1,3,4,1,7,10,0,"EURO"
"CZE","FYUG",1,3,3,1,1,1,0,"EURO"
"AUS","FYUG",1,3,3,3,99,94,0,"EURO"
"SVK","FYUG",1,3,3,3,3,19,0,"EURO"
"AUT","FYUG",1,3,34,3,9,27,0,"EURO"
"ESP","FYUG",1,3,3,1,6,100,0,"EURO"
"NOR","FYUG",1,3,4,1,5,3,0,"EURO"
"SWE","FYUG",1,3,3,1,99,465,0,"EURO"
"AUS","FYUG",1,3,3,1,4,1067,0,"EURO"
"GRC","FYUG",1,3,4,3,6,1,0,"EURO"
"NZL","FYUG",1,3,3,2,9,6,0,"EURO"
"HUN","FYUG",1,3,34,2,3,8,0,"EURO"
"CZE","FYUG",1,3,3,1,4,194,0,"EURO"
"NZL","FYUG",1,3,3,2,5,6,0,"EURO"
"GRC","FYUG",1,3,4,3,2,1,0,"EURO"
"AUS","FYUG",1,3,4,2,8,4,0,"EURO"
"FIN","FYUG",1,3,3,2,5,6,0,"EURO"
"NZL","FYUG",1,3,3,3,8,21,0,"EURO"
"IRL","FYUG",1,3,3,3,1,6,0,"EURO"
"FIN","FYUG",1,3,3,2,2,8,0,"EURO"
"AUS","FYUG",1,3,3,3,2,214,0,"EURO"
"CAN","FYUG",1,3,4,1,8,55,0,"EURO"
"CZE","FYUG",1,3,3,3,5,18,0,"EURO"
"AUS","FYUG",1,3,3,2,9,16,0,"EURO"
"NZL","FYUG",1,3,3,2,6,12,0,"EURO"
"IRL","FYUG",1,3,3,1,5,39,0,"EURO"
"CAN","FYUG",1,3,3,1,7,345,0,"EURO"
"NZL","FYUG",1,3,4,3,3,3,0,"EURO"
"GRC","FYUG",1,3,3,1,8,80,0,"EURO"
"FIN","FYUG",1,3,4,1,8,3,0,"EURO"
"AUT","FYUG",1,3,34,2,99,28,0,"EURO"
"AUS","FYUG",1,3,4,1,6,28,0,"EURO"
"CAN","FYUG",1,3,4,3,8,10,0,"EURO"
"AUT","FYUG",1,3,34,3,99,82,0,"EURO"
"AUT","FYUG",1,3,34,1,4,382,0,"EURO"
"DNK","FYUG",1,3,3,3,6,11,0,"EURO"
"SVK","FYUG",1,3,4,1,99,2,0,"EURO"
"NOR","FYUG",1,3,3,1,99,4,0,"EURO"
"AUT","FYUG",1,3,34,2,5,18,0,"EURO"
"SVK","FYUG",1,3,3,1,6,28,0,"EURO"
"MEX","FYUG",1,3,3,3,3,6,0,"EURO"
"GRC","FYUG",1,3,3,2,8,20,0,"EURO"
"SVK","FYUG",1,3,3,2,2,1,0,"EURO"
"FIN","FYUG",1,3,3,3,3,10,0,"EURO"
"NZL","FYUG",1,3,4,1,3,12,0,"EURO"
"SWE","FYUG",1,3,4,1,99,15,0,"EURO"
"ESP","FYUG",1,3,3,2,3,20,0,"EURO"
"DNK","FYUG",1,3,4,3,5,1,0,"EURO"
"SWE","FYUG",1,3,3,1,2,910,0,"EURO"
"SWE","FYUG",1,3,4,3,8,15,0,"EURO"
"SWE","FYUG",1,3,4,2,99,5,0,"EURO"
"SWE","FYUG",1,3,3,3,3,190,0,"EURO"
"NZL","FYUG",1,3,3,2,7,3,0,"EURO"
"ESP","FYUG",1,3,3,1,3,100,0,"EURO"
"SVK","FYUG",1,3,3,2,99,1,0,"EURO"
"NOR","FYUG",1,3,3,1,9,15,0,"EURO"
"MEX","FYUG",1,3,3,1,99,3,0,"EURO"
"FIN","FYUG",1,3,3,1,8,12,0,"EURO"
"HUN","FYUG",1,3,34,2,5,9,0,"EURO"
"HUN","FYUG",1,3,34,2,6,20,0,"EURO"
"CZE","FYUG",1,3,4,3,3,2,0,"EURO"
"SVK","FYUG",1,3,3,1,3,29,0,"EURO"
"MEX","FYUG",1,3,3,1,3,6,0,"EURO"
"AUT","FYUG",1,3,34,3,5,42,0,"EURO"
"DNK","FYUG",1,3,4,1,2,1,0,"EURO"
"NZL","FYUG",1,3,3,1,99,30,0,"EURO"
"FIN","FYUG",1,3,3,2,4,48,0,"EURO"
"NOR","FYUG",1,3,3,3,7,9,0,"EURO"
"GRC","FYUG",1,3,3,3,4,109,0,"EURO"
"CZE","FYUG",1,3,3,2,2,4,0,"EURO"
"NOR","FYUG",1,3,3,1,7,10,0,"EURO"
"CAN","FYUG",1,3,3,1,2,650,0,"EURO"
"AUS","FYUG",1,3,3,3,8,163,0,"EURO"
"GRC","FYUG",1,3,4,3,4,1,0,"EURO"
"NZL","FYUG",1,3,4,1,4,12,0,"EURO"
"NOR","FYUG",1,3,3,2,2,9,0,"EURO"
"HUN","FYUG",1,3,34,2,7,5,0,"EURO"
"CAN","FYUG",1,3,4,1,6,100,0,"EURO"
"CAN","FYUG",1,3,3,1,3,1340,0,"EURO"
"MEX","FYUG",1,3,3,3,5,1,0,"EURO"
"CZE","FYUG",1,3,3,1,7,9,0,"EURO"
"SWE","FYUG",1,3,3,1,7,115,0,"EURO"
"SWE","FYUG",1,3,4,3,7,5,0,"EURO"
"SWE","FYUG",1,3,4,3,3,10,0,"EURO"
"SVK","FYUG",1,3,4,3,7,1,0,"EURO"
"DNK","FYUG",1,3,3,1,6,11,0,"EURO"
"NZL","FYUG",1,3,4,2,5,3,0,"EURO"
"AUS","FYUG",1,3,3,99,99,5,0,"EURO"
"CAN","FYUG",1,3,3,3,7,140,0,"EURO"
"AUS","FYUG",1,3,3,3,7,40,0,"EURO"
"SVK","FYUG",1,3,3,3,99,10,0,"EURO"
"ESP","FYUG",1,3,3,2,,40,0,"EURO"
"HUN","FYUG",1,3,34,1,8,416,0,"EURO"
"AUS","FYUG",1,3,3,1,99,157,0,"EURO"
"AUS","FYUG",1,3,3,99,6,8,0,"EURO"
"CZE","FYUG",1,3,3,99,6,1,0,"EURO"
"CZE","FYUG",1,3,3,2,6,6,0,"EURO"
"SVK","FYUG",1,3,3,1,5,10,0,"EURO"
"NZL","FYUG",1,3,3,1,4,87,0,"EURO"
"SWE","FYUG",1,3,3,1,8,920,0,"EURO"
"NOR","FYUG",1,3,4,3,99,1,0,"EURO"
"AUT","FYUG",1,3,34,1,2,231,0,"EURO"
"CZE","FYUG",1,3,4,1,5,2,0,"EURO"
"NOR","FYUG",1,3,4,3,5,3,0,"EURO"
"AUT","FYUG",1,3,34,2,9,10,0,"EURO"
"FIN","FYUG",1,3,3,3,6,30,0,"EURO"
"GRC","FYUG",1,3,4,1,3,4,0,"EURO"
"NOR","FYUG",1,3,4,1,6,2,0,"EURO"
"NZL","FYUG",1,3,4,2,99,3,0,"EURO"
"SVK","FYUG",1,3,3,1,1,13,0,"EURO"
"NOR","FYUG",1,3,3,2,1,13,0,"EURO"
"CAN","FYUG",1,3,3,2,7,30,0,"EURO"
"SVK","FYUG",1,3,3,1,99,17,0,"EURO"
"AUT","FYUG",1,3,34,2,3,34,0,"EURO"
"ESP","FYUG",1,3,3,3,3,20,0,"EURO"
"CAN","FYUG",1,3,3,2,4,425,0,"EURO"
"SVK","FYUG",1,3,4,3,4,1,0,"EURO"
"SWE","FYUG",1,3,3,1,3,235,0,"EURO"
"AUT","FYUG",1,3,34,1,9,102,0,"EURO"
"FIN","FYUG",1,3,3,3,99,1,0,"EURO"
"CAN","FYUG",1,3,3,1,8,1265,0,"EURO"
"NZL","FYUG",1,3,3,3,9,3,0,"EURO"
"SWE","FYUG",1,3,3,3,6,380,0,"EURO"
"CZE","FYUG",1,3,3,2,3,5,0,"EURO"
"SWE","FYUG",1,3,3,3,7,50,0,"EURO"
"CZE","FYUG",1,3,3,3,8,26,0,"EURO"
"CAN","FYUG",1,3,3,2,5,215,0,"EURO"
"ESP","FYUG",1,3,3,2,8,20,0,"EURO"
"NOR","FYUG",1,3,3,1,4,93,0,"EURO"
"AUS","FYUG",1,3,3,2,3,59,0,"EURO"
"SWE","FYUG",1,3,4,1,4,10,0,"EURO"
"AUT","FYUG",1,3,34,3,7,38,0,"EURO"
"IRL","FYUG",1,3,3,1,4,9,0,"EURO"
"NOR","FYUG",1,3,4,3,2,2,0,"EURO"
"GRC","FYUG",1,3,3,1,9,36,0,"EURO"
"NZL","FYUG",1,3,3,3,5,21,0,"EURO"
"SVK","FYUG",1,3,3,3,7,8,0,"EURO"
"HUN","FYUG",1,3,34,1,5,223,0,"EURO"
"IRL","FYUG",1,3,3,3,4,3,0,"EURO"
"NOR","FYUG",1,3,3,2,99,1,0,"EURO"
"NZL","FYUG",1,3,3,1,9,9,0,"EURO"
"IRL","FYUG",1,3,3,3,3,3,0,"EURO"
"CZE","FYUG",1,3,3,1,2,33,0,"EURO"
"AUS","FYUG",1,3,3,2,6,147,0,"EURO"
"AUS","FYUG",1,3,3,3,6,404,0,"EURO"
"NZL","FYUG",1,3,4,3,5,9,0,"EURO"
"NOR","FYUG",1,3,3,1,3,63,0,"EURO"
"FIN","FYUG",1,3,3,3,2,6,0,"EURO"
"SWE","FYUG",1,3,3,1,9,70,0,"EURO"
"DNK","FYUG",1,3,4,1,4,1,0,"EURO"
"NOR","FYUG",1,3,4,1,8,7,0,"EURO"
"CZE","FYUG",1,3,3,3,7,10,0,"EURO"
"HUN","FYUG",1,3,34,3,7,113,0,"EURO"
"DNK","FYUG",1,3,3,3,2,39,0,"EURO"
"MEX","FYUG",1,3,3,1,1,1,0,"EURO"
"ESP","FYUG",1,3,3,3,8,40,0,"EURO"
"AUT","FYUG",1,3,34,2,8,15,0,"EURO"
"IRL","FYUG",1,3,3,2,5,3,0,"EURO"
"CZE","FYUG",1,3,3,1,3,118,0,"EURO"
