country,coub,fborn,edu_lfs,edu_cen,dos_lfs,dos_cen,sex,number,reg_oecd,reg_regions
"SWE","USA",1,2,2,99,99,1,150,1,"NOAM"
"LUX","USA",1,1,1,99,99,2,4,1,"NOAM"
"FRA","USA",1,3,34,1,3,2,663,1,"NOAM"
"CHE","USA",1,2,2,1,1,2,152,1,"NOAM"
"GRC","USA",1,99,99,2,4,1,2,1,"NOAM"
"SWE","USA",1,3,3,1,2,1,360,1,"NOAM"
"SWE","USA",1,3,3,1,3,1,255,1,"NOAM"
"GRC","USA",1,3,3,99,99,2,1208,1,"NOAM"
"NZL","USA",1,99,99,2,4,1,27,1,"NOAM"
"SWE","USA",1,3,3,3,6,1,630,1,"NOAM"
"CAN","USA",1,2,2,1,2,1,1070,1,"NOAM"
"SWE","USA",1,3,4,1,1,1,10,1,"NOAM"
"GRC","USA",1,3,4,2,4,2,16,1,"NOAM"
"IRL","USA",1,2,2,2,4,1,165,1,"NOAM"
"ESP","USA",1,3,4,1,3,2,40,1,"NOAM"
"LUX","USA",1,2,2,1,1,1,2,1,"NOAM"
"BEL","USA",1,3,3,2,4,1,267,1,"NOAM"
"SWE","USA",1,99,99,1,1,1,245,1,"NOAM"
"SWE","USA",1,99,99,99,99,2,5,1,"NOAM"
"SWE","USA",1,99,99,1,2,1,230,1,"NOAM"
"ESP","USA",1,3,4,1,2,2,40,1,"NOAM"
"SWE","USA",1,99,99,3,5,1,185,1,"NOAM"
"SWE","USA",1,99,99,3,5,2,140,1,"NOAM"
"FRA","USA",1,3,34,99,99,1,1454,1,"NOAM"
"CAN","USA",1,1,1,1,1,1,80,1,"NOAM"
"DNK","USA",1,99,99,2,4,1,67,1,"NOAM"
"GRC","USA",1,2,2,1,3,2,193,1,"NOAM"
"BEL","USA",1,2,2,1,1,1,43,1,"NOAM"
"CHE","USA",1,2,2,1,3,1,57,1,"NOAM"
"GRC","USA",1,3,3,1,1,1,289,1,"NOAM"
"GBR","USA",1,3,,1,,2,4052,1,"NOAM"
"NOR","USA",1,3,4,3,5,1,48,1,"NOAM"
"CAN","USA",1,3,4,2,4,2,335,1,"NOAM"
"BEL","USA",1,3,3,1,3,1,170,1,"NOAM"
"NOR","USA",1,99,99,1,1,1,409,1,"NOAM"
"NZL","USA",1,1,1,1,1,1,18,1,"NOAM"
"LUX","USA",1,1,1,1,3,2,3,1,"NOAM"
"NZL","USA",1,3,3,99,99,2,24,1,"NOAM"
"NZL","USA",1,1,1,2,4,1,39,1,"NOAM"
"IRL","USA",1,3,4,1,1,1,3,1,"NOAM"
"NOR","USA",1,2,2,2,4,1,90,1,"NOAM"
"IRL","USA",1,3,4,2,4,2,30,1,"NOAM"
"NZL","USA",1,3,3,1,1,2,153,1,"NOAM"
"CHE","USA",1,3,4,3,6,1,146,1,"NOAM"
"IRL","USA",1,1,1,1,1,2,6,1,"NOAM"
"IRL","USA",1,1,1,2,4,1,117,1,"NOAM"
"NZL","USA",1,3,4,1,2,2,147,1,"NOAM"
"IRL","USA",1,1,1,1,1,1,6,1,"NOAM"
"AUS","USA",1,1,1,1,1,1,160,1,"NOAM"
"GRC","USA",1,1,1,1,1,1,89,1,"NOAM"
"SWE","USA",1,3,4,1,2,1,55,1,"NOAM"
"GRC","USA",1,3,3,3,5,2,556,1,"NOAM"
"GRC","USA",1,1,1,1,1,2,88,1,"NOAM"
"GRC","USA",1,1,1,3,5,1,406,1,"NOAM"
"GRC","USA",1,2,2,1,2,1,238,1,"NOAM"
"GRC","USA",1,2,2,2,4,2,606,1,"NOAM"
"GRC","USA",1,2,2,3,5,1,861,1,"NOAM"
"GRC","USA",1,2,2,3,6,2,829,1,"NOAM"
"CAN","USA",1,3,3,2,4,1,2715,1,"NOAM"
"DEU","USA",1,1,,3,,1,5420,1,"NOAM"
"NOR","USA",1,99,99,3,6,2,138,1,"NOAM"
"FRA","USA",1,3,34,1,1,2,1449,1,"NOAM"
"GRC","USA",1,3,3,99,99,1,794,1,"NOAM"
"GRC","USA",1,3,4,1,1,2,19,1,"NOAM"
"GRC","USA",1,3,4,1,3,1,14,1,"NOAM"
"GRC","USA",1,3,4,1,3,2,4,1,"NOAM"
"CAN","USA",1,1,1,2,4,2,1650,1,"NOAM"
"CHE","USA",1,3,4,3,5,1,133,1,"NOAM"
"AUS","USA",1,99,99,99,99,2,120,1,"NOAM"
"GRC","USA",1,3,4,99,99,2,33,1,"NOAM"
"GRC","USA",1,99,99,1,1,1,10,1,"NOAM"
"ESP","USA",1,1,1,2,4,1,260,1,"NOAM"
"IRL","USA",1,2,2,2,4,2,234,1,"NOAM"
"IRL","USA",1,3,3,1,1,2,111,1,"NOAM"
"GRC","USA",1,99,99,1,1,2,11,1,"NOAM"
"FRA","USA",1,1,1,3,6,2,1196,1,"NOAM"
"NOR","USA",1,1,1,3,6,1,380,1,"NOAM"
"ITA","USA",1,3,3,1,3,1,171,1,"NOAM"
"SWE","USA",1,2,2,1,1,1,40,1,"NOAM"
"ITA","USA",1,2,2,1,2,2,257,1,"NOAM"
"DNK","USA",1,3,3,2,4,1,231,1,"NOAM"
"AUS","USA",1,2,2,1,1,1,880,1,"NOAM"
"ITA","USA",1,1,1,1,2,1,204,1,"NOAM"
"NOR","USA",1,3,4,1,3,2,3,1,"NOAM"
"AUS","USA",1,3,4,2,4,1,185,1,"NOAM"
"FRA","USA",1,2,2,1,3,1,120,1,"NOAM"
"ITA","USA",1,3,3,1,3,2,238,1,"NOAM"
"LUX","USA",1,1,1,99,99,1,4,1,"NOAM"
"LUX","USA",1,2,2,2,4,1,10,1,"NOAM"
"AUS","USA",1,3,4,1,3,2,41,1,"NOAM"
"CAN","USA",1,2,2,1,3,1,645,1,"NOAM"
"CAN","USA",1,1,1,99,99,2,2735,1,"NOAM"
"ITA","USA",1,3,4,1,1,2,69,1,"NOAM"
"LUX","USA",1,1,1,1,1,1,2,1,"NOAM"
"NZL","USA",1,2,2,1,1,2,258,1,"NOAM"
"BEL","USA",1,3,4,1,1,1,21,1,"NOAM"
"LUX","USA",1,99,99,1,2,1,29,1,"NOAM"
"CAN","USA",1,2,2,3,5,1,5385,1,"NOAM"
"ESP","USA",1,3,3,1,2,1,360,1,"NOAM"
"IRL","USA",1,3,4,1,2,1,48,1,"NOAM"
"DNK","USA",1,3,3,2,4,2,110,1,"NOAM"
"BEL","USA",1,1,1,3,5,2,155,1,"NOAM"
"ITA","USA",1,2,2,99,99,2,6744,1,"NOAM"
"CHE","USA",1,3,3,1,1,2,421,1,"NOAM"
"CAN","USA",1,3,3,2,4,2,4460,1,"NOAM"
"CHE","USA",1,1,1,3,5,2,46,1,"NOAM"
"LUX","USA",1,2,2,3,5,2,4,1,"NOAM"
"BEL","USA",1,3,3,99,99,1,1,1,"NOAM"
"IRL","USA",1,2,2,3,6,2,525,1,"NOAM"
"CAN","USA",1,3,4,99,99,2,240,1,"NOAM"
"NOR","USA",1,2,2,3,6,1,1943,1,"NOAM"
"NOR","USA",1,3,4,3,5,2,27,1,"NOAM"
"AUS","USA",1,99,99,2,4,2,113,1,"NOAM"
"GRC","USA",1,1,1,1,3,1,72,1,"NOAM"
"LUX","USA",1,99,99,3,6,1,13,1,"NOAM"
"IRL","USA",1,2,2,3,6,1,342,1,"NOAM"
"AUS","USA",1,2,2,1,1,2,698,1,"NOAM"
"DNK","USA",1,3,4,2,4,1,6,1,"NOAM"
"AUS","USA",1,2,2,1,2,1,623,1,"NOAM"
"IRL","USA",1,99,99,99,99,2,246,1,"NOAM"
"IRL","USA",1,99,99,3,6,2,36,1,"NOAM"
"IRL","USA",1,99,99,1,3,1,9,1,"NOAM"
"IRL","USA",1,2,2,99,99,1,396,1,"NOAM"
"IRL","USA",1,2,2,3,5,2,282,1,"NOAM"
"IRL","USA",1,2,2,3,5,1,249,1,"NOAM"
"IRL","USA",1,2,2,1,1,1,30,1,"NOAM"
"SWE","USA",1,3,4,1,1,2,10,1,"NOAM"
"IRL","USA",1,1,1,99,99,2,441,1,"NOAM"
"ESP","USA",1,3,3,1,1,2,480,1,"NOAM"
"NZL","USA",1,2,2,2,4,2,282,1,"NOAM"
"IRL","USA",1,1,1,3,6,1,273,1,"NOAM"
"CHE","USA",1,2,2,3,5,1,186,1,"NOAM"
"FRA","USA",1,3,34,2,4,1,959,1,"NOAM"
"CHE","USA",1,3,3,3,5,1,325,1,"NOAM"
"NOR","USA",1,2,2,1,2,2,18,1,"NOAM"
"CHE","USA",1,3,4,1,1,1,110,1,"NOAM"
"CHE","USA",1,3,3,99,99,2,2459,1,"NOAM"
"CHE","USA",1,3,3,3,5,2,553,1,"NOAM"
"CHE","USA",1,3,3,1,2,1,1005,1,"NOAM"
"CAN","USA",1,3,4,1,3,1,145,1,"NOAM"
"CHE","USA",1,1,1,99,99,1,1030,1,"NOAM"
"LUX","USA",1,2,2,1,3,1,11,1,"NOAM"
"IRL","USA",1,99,99,1,1,2,3,1,"NOAM"
"CHE","USA",1,2,2,2,4,1,204,1,"NOAM"
"CAN","USA",1,3,4,1,1,2,30,1,"NOAM"
"ITA","USA",1,3,4,99,99,1,537,1,"NOAM"
"NOR","USA",1,99,99,1,3,1,63,1,"NOAM"
"CHE","USA",1,2,2,1,1,1,204,1,"NOAM"
"IRL","USA",1,99,99,3,5,2,21,1,"NOAM"
"CHE","USA",1,1,1,1,3,1,57,1,"NOAM"
"NZL","USA",1,3,4,1,1,1,93,1,"NOAM"
"NZL","USA",1,99,99,1,1,1,75,1,"NOAM"
"CAN","USA",1,3,3,1,1,1,345,1,"NOAM"
"NOR","USA",1,2,2,1,3,2,36,1,"NOAM"
"SWE","USA",1,3,4,3,5,1,95,1,"NOAM"
"GRC","USA",1,99,99,3,5,1,3,1,"NOAM"
"ESP","USA",1,2,2,1,2,1,160,1,"NOAM"
"FRA","USA",1,3,34,1,2,2,986,1,"NOAM"
"CAN","USA",1,2,2,1,2,2,1490,1,"NOAM"
"FRA","USA",1,3,34,3,5,2,1779,1,"NOAM"
"NOR","USA",1,2,2,1,1,2,6,1,"NOAM"
"AUS","USA",1,3,3,99,99,1,285,1,"NOAM"
"IRL","USA",1,3,4,3,6,1,42,1,"NOAM"
"DNK","USA",1,3,4,3,6,1,29,1,"NOAM"
"ESP","USA",1,3,3,3,5,2,780,1,"NOAM"
"GRC","USA",1,3,3,1,1,2,266,1,"NOAM"
"IRL","USA",1,1,1,3,5,1,219,1,"NOAM"
"CAN","USA",1,3,3,3,5,2,11245,1,"NOAM"
"BEL","USA",1,3,4,2,4,1,19,1,"NOAM"
"NOR","USA",1,3,3,1,3,1,78,1,"NOAM"
"CHE","USA",1,2,2,3,6,1,195,1,"NOAM"
"DNK","USA",1,1,1,3,6,2,321,1,"NOAM"
"SWE","USA",1,2,2,1,3,2,95,1,"NOAM"
"USA","USA",0,3,4,99,99,2,427320,1,"NOAM"
"LUX","USA",1,99,99,99,99,1,26,1,"NOAM"
"AUS","USA",1,1,1,2,4,1,205,1,"NOAM"
"CAN","USA",1,2,2,99,99,1,4240,1,"NOAM"
"ITA","USA",1,1,1,1,3,1,83,1,"NOAM"
"BEL","USA",1,3,4,3,5,1,33,1,"NOAM"
"DNK","USA",1,3,3,3,6,2,736,1,"NOAM"
"LUX","USA",1,3,3,2,4,2,24,1,"NOAM"
"NOR","USA",1,3,3,3,5,2,394,1,"NOAM"
"DNK","USA",1,1,1,1,2,2,12,1,"NOAM"
"LUX","USA",1,99,99,3,5,2,2,1,"NOAM"
"BEL","USA",1,2,2,3,5,1,203,1,"NOAM"
"NZL","USA",1,99,99,3,5,2,36,1,"NOAM"
"AUS","USA",1,3,3,1,2,2,1001,1,"NOAM"
"BEL","USA",1,1,1,2,4,1,69,1,"NOAM"
"NZL","USA",1,3,3,3,6,2,555,1,"NOAM"
"GRC","USA",1,99,99,3,6,1,2,1,"NOAM"
"GBR","USA",1,2,,3,,1,5387,1,"NOAM"
"CAN","USA",1,3,4,2,4,1,425,1,"NOAM"
"DNK","USA",1,3,3,1,3,1,126,1,"NOAM"
"FRA","USA",1,2,2,1,1,2,723,1,"NOAM"
"ITA","USA",1,2,2,3,5,2,598,1,"NOAM"
"GBR","USA",1,2,,3,,2,3125,1,"NOAM"
"GBR","USA",1,3,,1,,1,2673,1,"NOAM"
"GBR","USA",1,3,,3,,2,10134,1,"NOAM"
"IRL","USA",1,3,3,99,99,2,819,1,"NOAM"
"ITA","USA",1,2,2,1,3,2,130,1,"NOAM"
"DNK","USA",1,3,3,3,5,1,217,1,"NOAM"
"IRL","USA",1,99,99,1,1,1,3,1,"NOAM"
"AUS","USA",1,99,99,3,6,1,535,1,"NOAM"
"USA","USA",0,2,2,99,99,2,51496878,1,"NOAM"
"GRC","USA",1,3,3,2,4,1,192,1,"NOAM"
"NOR","USA",1,99,99,3,6,1,94,1,"NOAM"
"FRA","USA",1,2,2,1,1,1,449,1,"NOAM"
"IRL","USA",1,3,4,3,5,1,27,1,"NOAM"
"NLD","USA",1,3,,3,,2,1539,1,"NOAM"
"IRL","USA",1,1,1,3,5,2,171,1,"NOAM"
"NZL","USA",1,3,3,99,99,1,30,1,"NOAM"
"DNK","USA",1,2,2,3,5,1,194,1,"NOAM"
"USA","USA",0,3,3,99,99,2,25555159,1,"NOAM"
"GRC","USA",1,3,4,1,2,1,16,1,"NOAM"
"NOR","USA",1,2,2,3,5,1,272,1,"NOAM"
"CHE","USA",1,3,3,2,4,2,532,1,"NOAM"
"NZL","USA",1,3,3,3,5,2,396,1,"NOAM"
"ESP","USA",1,1,1,1,2,2,80,1,"NOAM"
"GRC","USA",1,1,1,3,6,2,171,1,"NOAM"
"GRC","USA",1,99,99,1,3,2,1,1,"NOAM"
"GRC","USA",1,1,1,2,4,2,271,1,"NOAM"
"NZL","USA",1,2,2,3,5,1,489,1,"NOAM"
"NZL","USA",1,3,4,99,99,2,15,1,"NOAM"
"ESP","USA",1,3,4,1,1,1,60,1,"NOAM"
"ITA","USA",1,1,1,1,1,2,87,1,"NOAM"
"CHE","USA",1,3,3,3,6,1,257,1,"NOAM"
"NZL","USA",1,3,4,3,5,1,180,1,"NOAM"
"SWE","USA",1,2,2,3,6,2,595,1,"NOAM"
"ESP","USA",1,2,2,1,1,2,180,1,"NOAM"
"SWE","USA",1,99,99,1,1,2,170,1,"NOAM"
"NZL","USA",1,3,4,3,6,2,252,1,"NOAM"
"CHE","USA",1,3,4,99,99,2,55,1,"NOAM"
"GRC","USA",1,2,2,1,1,2,364,1,"NOAM"
"IRL","USA",1,99,99,2,4,2,24,1,"NOAM"
"NOR","USA",1,3,3,3,6,1,1623,1,"NOAM"
"ESP","USA",1,3,3,1,2,2,280,1,"NOAM"
"IRL","USA",1,3,3,3,6,1,642,1,"NOAM"
"GRC","USA",1,3,3,1,3,2,173,1,"NOAM"
"GRC","USA",1,3,4,3,6,2,12,1,"NOAM"
"NZL","USA",1,2,2,1,1,1,231,1,"NOAM"
"ESP","USA",1,1,1,1,1,2,100,1,"NOAM"
"NOR","USA",1,2,2,2,4,2,82,1,"NOAM"
"CAN","USA",1,1,1,3,6,2,15460,1,"NOAM"
"BEL","USA",1,3,3,3,6,1,414,1,"NOAM"
"ITA","USA",1,3,4,1,2,2,150,1,"NOAM"
"CAN","USA",1,3,4,3,5,2,350,1,"NOAM"
"CAN","USA",1,1,1,1,2,1,575,1,"NOAM"
"ITA","USA",1,2,2,1,2,1,222,1,"NOAM"
"DNK","USA",1,1,1,2,4,1,36,1,"NOAM"
"SWE","USA",1,3,3,1,1,1,165,1,"NOAM"
"NZL","USA",1,2,2,1,2,1,243,1,"NOAM"
"GRC","USA",1,3,3,3,6,1,384,1,"NOAM"
"DNK","USA",1,1,1,1,1,1,1,1,"NOAM"
"AUS","USA",1,1,1,3,5,1,727,1,"NOAM"
"IRL","USA",1,3,3,1,1,1,78,1,"NOAM"
"ITA","USA",1,1,1,1,1,1,75,1,"NOAM"
"AUS","USA",1,99,99,99,99,1,177,1,"NOAM"
"CAN","USA",1,1,1,2,4,1,1435,1,"NOAM"
"FRA","USA",1,1,1,99,99,2,701,1,"NOAM"
"NZL","USA",1,99,99,99,99,2,348,1,"NOAM"
"AUS","USA",1,3,3,1,1,2,1112,1,"NOAM"
"SWE","USA",1,1,1,1,2,2,10,1,"NOAM"
"GRC","USA",1,1,1,3,6,1,151,1,"NOAM"
"ESP","USA",1,99,99,99,99,2,120,1,"NOAM"
"SWE","USA",1,3,3,2,4,1,465,1,"NOAM"
"BEL","USA",1,3,4,3,6,2,11,1,"NOAM"
"CAN","USA",1,2,2,3,6,2,26600,1,"NOAM"
"LUX","USA",1,1,1,2,4,2,1,1,"NOAM"
"ESP","USA",1,3,3,1,3,2,320,1,"NOAM"
"DEU","USA",1,3,,3,,2,6280,1,"NOAM"
"CHE","USA",1,2,2,99,99,1,952,1,"NOAM"
"BEL","USA",1,1,1,1,1,2,63,1,"NOAM"
"ESP","USA",1,1,1,1,3,1,140,1,"NOAM"
"BEL","USA",1,99,99,3,5,1,192,1,"NOAM"
"FRA","USA",1,2,2,2,4,1,157,1,"NOAM"
"FRA","USA",1,1,1,1,2,1,120,1,"NOAM"
"SWE","USA",1,1,1,99,99,1,130,1,"NOAM"
"CHE","USA",1,2,2,99,99,2,2649,1,"NOAM"
"LUX","USA",1,2,2,1,3,2,10,1,"NOAM"
"IRL","USA",1,3,4,2,4,1,39,1,"NOAM"
"BEL","USA",1,1,1,3,6,2,342,1,"NOAM"
"DNK","USA",1,2,2,1,2,2,72,1,"NOAM"
"SWE","USA",1,3,4,3,6,1,135,1,"NOAM"
"ITA","USA",1,3,3,1,1,1,195,1,"NOAM"
"SWE","USA",1,1,1,1,1,1,10,1,"NOAM"
"AUS","USA",1,3,3,3,6,1,4265,1,"NOAM"
"SWE","USA",1,1,1,2,4,2,35,1,"NOAM"
"GRC","USA",1,3,3,1,2,2,289,1,"NOAM"
"IRL","USA",1,3,3,1,3,1,384,1,"NOAM"
"BEL","USA",1,3,3,2,4,2,249,1,"NOAM"
"ITA","USA",1,3,3,2,4,2,416,1,"NOAM"
"DNK","USA",1,99,99,3,6,2,221,1,"NOAM"
"CAN","USA",1,1,1,3,5,1,3855,1,"NOAM"
"IRL","USA",1,99,99,99,99,1,222,1,"NOAM"
"SWE","USA",1,1,1,3,6,1,165,1,"NOAM"
"GRC","USA",1,99,99,1,2,2,1,1,"NOAM"
"SWE","USA",1,2,2,1,2,2,80,1,"NOAM"
"DNK","USA",1,99,99,3,6,1,140,1,"NOAM"
"IRL","USA",1,1,1,1,2,2,45,1,"NOAM"
"NOR","USA",1,1,1,1,3,1,12,1,"NOAM"
"DNK","USA",1,3,3,1,2,2,61,1,"NOAM"
"CHE","USA",1,3,4,1,3,2,57,1,"NOAM"
"SWE","USA",1,2,2,99,99,2,135,1,"NOAM"
"ITA","USA",1,3,3,3,5,1,381,1,"NOAM"
"CHE","USA",1,1,1,3,6,2,70,1,"NOAM"
"NZL","USA",1,99,99,2,4,2,21,1,"NOAM"
"CAN","USA",1,3,3,3,6,2,40175,1,"NOAM"
"NZL","USA",1,1,1,2,4,2,27,1,"NOAM"
"NZL","USA",1,3,4,2,4,1,183,1,"NOAM"
"LUX","USA",1,99,99,99,99,2,18,1,"NOAM"
"BEL","USA",1,3,4,1,3,1,14,1,"NOAM"
"CHE","USA",1,1,1,2,4,2,141,1,"NOAM"
"CAN","USA",1,3,4,1,2,2,140,1,"NOAM"
"NZL","USA",1,1,1,1,2,2,9,1,"NOAM"
"AUS","USA",1,99,99,3,5,1,307,1,"NOAM"
"NZL","USA",1,99,99,1,3,1,12,1,"NOAM"
"CAN","USA",1,1,1,3,5,2,4405,1,"NOAM"
"BEL","USA",1,1,1,1,3,1,37,1,"NOAM"
"FRA","USA",1,1,1,3,6,1,692,1,"NOAM"
"CAN","USA",1,3,3,1,2,2,2500,1,"NOAM"
"CAN","USA",1,2,2,3,5,2,7875,1,"NOAM"
"IRL","USA",1,2,2,1,2,1,153,1,"NOAM"
"CHE","USA",1,2,2,1,2,2,493,1,"NOAM"
"BEL","USA",1,3,4,1,1,2,16,1,"NOAM"
"ESP","USA",1,2,2,1,1,1,200,1,"NOAM"
"DNK","USA",1,1,1,1,3,2,16,1,"NOAM"
"FRA","USA",1,3,34,1,3,1,514,1,"NOAM"
"BEL","USA",1,1,1,3,6,1,212,1,"NOAM"
"BEL","USA",1,1,1,1,2,1,60,1,"NOAM"
"CAN","USA",1,2,2,1,1,1,200,1,"NOAM"
"ESP","USA",1,1,1,1,1,1,160,1,"NOAM"
"FRA","USA",1,2,2,1,2,1,226,1,"NOAM"
"ITA","USA",1,1,1,99,99,2,9201,1,"NOAM"
"BEL","USA",1,3,3,1,2,2,371,1,"NOAM"
"LUX","USA",1,1,1,3,6,2,9,1,"NOAM"
"FRA","USA",1,2,2,3,5,2,528,1,"NOAM"
"IRL","USA",1,3,4,1,3,1,21,1,"NOAM"
"ESP","USA",1,2,2,3,6,2,780,1,"NOAM"
"BEL","USA",1,3,3,1,3,2,184,1,"NOAM"
"NOR","USA",1,3,4,2,4,2,14,1,"NOAM"
"NZL","USA",1,3,4,1,3,2,120,1,"NOAM"
"ITA","USA",1,2,2,3,6,1,669,1,"NOAM"
"ESP","USA",1,3,4,3,5,1,60,1,"NOAM"
"GRC","USA",1,99,99,3,5,2,5,1,"NOAM"
"BEL","USA",1,3,3,1,2,1,381,1,"NOAM"
"ITA","USA",1,3,4,2,4,1,131,1,"NOAM"
"CAN","USA",1,3,3,3,6,1,27095,1,"NOAM"
"BEL","USA",1,1,1,1,1,1,47,1,"NOAM"
"AUS","USA",1,3,4,99,99,1,27,1,"NOAM"
"BEL","USSR",1,2,2,1,3,1,75,0,"EURO"
"SWE","USSR",1,3,3,1,1,2,10,0,"EURO"
"CAN","USSR",1,2,2,3,6,2,205,0,"EURO"
"BEL","USSR",1,2,2,3,6,1,69,0,"EURO"
"CAN","USSR",1,3,3,2,4,2,390,0,"EURO"
"SWE","USSR",1,2,2,1,3,1,10,0,"EURO"
"USA","USSR",1,3,4,3,5,2,145,0,"EURO"
"SWE","USSR",1,2,2,3,6,2,525,0,"EURO"
"SWE","USSR",1,2,2,3,5,1,315,0,"EURO"
"CAN","USSR",1,3,3,99,99,2,95,0,"EURO"
"SWE","USSR",1,2,2,1,1,1,5,0,"EURO"
"BEL","USSR",1,3,4,2,4,2,20,0,"EURO"
"DNK","USSR",1,99,99,3,6,2,159,0,"EURO"
"CAN","USSR",1,3,3,3,6,1,345,0,"EURO"
"BEL","USSR",1,1,1,3,5,2,102,0,"EURO"
"CAN","USSR",1,2,2,99,99,2,30,0,"EURO"
"USA","USSR",1,1,1,1,3,2,170,0,"EURO"
"SWE","USSR",1,99,99,1,2,2,10,0,"EURO"
"SWE","USSR",1,1,1,2,4,2,30,0,"EURO"
"SWE","USSR",1,2,2,2,4,1,40,0,"EURO"
"BEL","USSR",1,99,99,1,2,2,262,0,"EURO"
"SWE","USSR",1,1,1,1,3,1,5,0,"EURO"
"SWE","USSR",1,3,4,99,99,1,5,0,"EURO"
"CAN","USSR",1,1,1,3,5,1,60,0,"EURO"
"SWE","USSR",1,1,1,3,5,1,200,0,"EURO"
"DNK","USSR",1,3,3,1,3,2,10,0,"EURO"
"CAN","USSR",1,2,2,99,99,1,30,0,"EURO"
"DNK","USSR",1,99,99,1,1,1,2,0,"EURO"
"USA","USSR",1,3,3,1,1,2,275,0,"EURO"
"SWE","USSR",1,1,1,1,2,2,5,0,"EURO"
"BEL","USSR",1,99,99,3,6,2,394,0,"EURO"
"DNK","USSR",1,2,2,1,2,1,3,0,"EURO"
"BEL","USSR",1,1,1,1,2,1,68,0,"EURO"
"USA","USSR",1,3,4,2,4,2,195,0,"EURO"
"SWE","USSR",1,3,4,3,5,2,65,0,"EURO"
"USA","USSR",1,3,4,1,3,2,95,0,"EURO"
"CAN","USSR",1,2,2,2,4,2,95,0,"EURO"
"CAN","USSR",1,1,1,3,5,2,25,0,"EURO"
"SWE","USSR",1,99,99,3,6,2,15,0,"EURO"
"CAN","USSR",1,2,2,1,3,2,50,0,"EURO"
"BEL","USSR",1,1,1,3,6,2,1106,0,"EURO"
"SWE","USSR",1,3,4,2,4,2,15,0,"EURO"
"CAN","USSR",1,3,4,3,6,1,20,0,"EURO"
"CAN","USSR",1,3,3,3,6,2,375,0,"EURO"
"CAN","USSR",1,1,1,99,99,2,10,0,"EURO"
"DNK","USSR",1,3,3,1,2,1,1,0,"EURO"
"DNK","USSR",1,99,99,1,2,2,7,0,"EURO"
"CAN","USSR",1,1,1,2,4,1,50,0,"EURO"
"DNK","USSR",1,3,3,1,1,2,1,0,"EURO"
"BEL","USSR",1,3,3,1,2,2,490,0,"EURO"
"CAN","USSR",1,1,1,1,3,2,50,0,"EURO"
"SWE","USSR",1,3,3,1,1,1,5,0,"EURO"
"USA","USSR",1,2,2,3,6,2,1115,0,"EURO"
"CAN","USSR",1,1,1,1,2,2,35,0,"EURO"
"USA","USSR",1,3,3,2,4,1,4090,0,"EURO"
"CAN","USSR",1,3,4,1,3,1,35,0,"EURO"
"SWE","USSR",1,99,99,2,4,2,20,0,"EURO"
"BEL","USSR",1,3,4,1,1,2,7,0,"EURO"
"CAN","USSR",1,3,3,1,3,1,260,0,"EURO"
"CAN","USSR",1,2,2,1,2,2,120,0,"EURO"
"USA","USSR",1,2,2,1,2,2,279,0,"EURO"
"BEL","USSR",1,2,2,2,4,1,203,0,"EURO"
"DNK","USSR",1,2,2,3,6,2,80,0,"EURO"
"USA","USSR",1,1,1,1,2,2,119,0,"EURO"
"SWE","USSR",1,3,3,1,3,2,30,0,"EURO"
"CAN","USSR",1,3,3,3,5,2,340,0,"EURO"
"DNK","USSR",1,3,3,2,4,2,41,0,"EURO"
"BEL","USSR",1,3,4,1,2,1,16,0,"EURO"
"USA","USSR",1,2,2,2,4,1,1580,0,"EURO"
"USA","USSR",1,3,3,2,4,2,4470,0,"EURO"
"USA","USSR",1,3,4,3,6,2,155,0,"EURO"
"SWE","USSR",1,3,3,3,6,1,190,0,"EURO"
"BEL","USSR",1,1,1,1,1,1,37,0,"EURO"
"DNK","USSR",1,1,1,1,3,2,1,0,"EURO"
"CAN","USSR",1,3,4,99,99,1,15,0,"EURO"
"BEL","USSR",1,3,3,1,3,2,325,0,"EURO"
"USA","USSR",1,1,1,2,4,1,805,0,"EURO"
"CAN","USSR",1,2,2,3,6,1,170,0,"EURO"
"CAN","USSR",1,2,2,3,5,1,100,0,"EURO"
"USA","USSR",1,2,2,1,3,1,395,0,"EURO"
"CAN","USSR",1,3,3,99,99,1,65,0,"EURO"
"SWE","USSR",1,99,99,3,6,1,5,0,"EURO"
"BEL","USSR",1,1,1,2,4,2,272,0,"EURO"
"CAN","USSR",1,2,2,1,3,1,45,0,"EURO"
"BEL","USSR",1,1,1,3,5,1,67,0,"EURO"
"SWE","USSR",1,1,1,99,99,2,60,0,"EURO"
"USA","USSR",1,3,4,1,1,1,85,0,"EURO"
"DNK","USSR",1,3,3,2,4,1,16,0,"EURO"
"USA","USSR",1,1,1,2,4,2,635,0,"EURO"
"SWE","USSR",1,3,4,1,3,1,10,0,"EURO"
"BEL","USSR",1,3,4,1,3,1,13,0,"EURO"
"CAN","USSR",1,3,4,3,5,2,10,0,"EURO"
"SWE","USSR",1,3,3,3,6,2,380,0,"EURO"
"BEL","USSR",1,3,3,3,5,2,151,0,"EURO"
"BEL","USSR",1,3,3,99,99,1,4,0,"EURO"
"DNK","USSR",1,2,2,1,1,2,1,0,"EURO"
"SWE","USSR",1,3,4,2,4,1,25,0,"EURO"
"SWE","USSR",1,3,4,3,6,1,25,0,"EURO"
"BEL","USSR",1,3,3,1,3,1,109,0,"EURO"
"SWE","USSR",1,3,3,1,2,2,30,0,"EURO"
