country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,sex,number,reg_oecd,reg_regions
"FIN","DNK",1,2,2,3,1,25,1,"EURO"
"BEL","DNK",1,99,99,1,2,21,1,"EURO"
"GRC","DNK",1,1,1,3,2,57,1,"EURO"
"NOR","DNK",1,2,2,2,1,140,1,"EURO"
"GRC","DNK",1,2,2,1,1,40,1,"EURO"
"LUX","DNK",1,3,3,2,2,4,1,"EURO"
"IRL","DNK",1,2,2,3,1,12,1,"EURO"
"CHE","DNK",1,3,3,1,2,234,1,"EURO"
"DNK","DNK",0,3,4,3,1,102,1,"EURO"
"GRC","DNK",1,3,3,1,2,61,1,"EURO"
"GBR","DNK",1,99,99,99,1,329,1,"EURO"
"CAN","DNK",1,3,4,3,1,15,1,"EURO"
"CAN","DNK",1,3,3,2,2,55,1,"EURO"
"LUX","DNK",1,2,2,3,1,26,1,"EURO"
"MEX","DNK",1,3,3,1,2,15,1,"EURO"
"AUT","DNK",1,2,2,1,2,179,1,"EURO"
"DNK","DNK",0,2,2,1,2,550084,1,"EURO"
"CHE","DNK",1,3,3,1,1,235,1,"EURO"
"CHE","DNK",1,99,99,2,2,1,1,"EURO"
"TUR","DNK",1,3,3,2,1,36,1,"EURO"
"GBR","DNK",1,3,34,2,2,123,1,"EURO"
"IRL","DNK",1,3,4,1,2,3,1,"EURO"
"GBR","DNK",1,3,34,3,1,521,1,"EURO"
"AUT","DNK",1,1,1,2,1,19,1,"EURO"
"NOR","DNK",1,1,1,1,2,522,1,"EURO"
"POL","DNK",1,1,1,1,2,6,1,"EURO"
"AUT","DNK",1,1,1,3,1,29,1,"EURO"
"AUT","DNK",1,3,34,2,2,4,1,"EURO"
"NZL","DNK",1,99,99,1,1,48,1,"EURO"
"SWE","DNK",1,3,3,2,2,80,1,"EURO"
"POL","DNK",1,2,2,1,2,18,1,"EURO"
"TUR","DNK",1,2,2,1,2,106,1,"EURO"
"ESP","DNK",1,3,3,3,1,380,1,"EURO"
"GBR","DNK",1,3,34,2,1,68,1,"EURO"
"MEX","DNK",1,99,99,3,2,5,1,"EURO"
"NOR","DNK",1,1,1,3,1,648,1,"EURO"
"AUT","DNK",1,1,1,3,2,82,1,"EURO"
"BEL","DNK",1,2,2,1,1,98,1,"EURO"
"POL","DNK",1,1,1,1,1,9,1,"EURO"
"POL","DNK",1,2,2,1,1,30,1,"EURO"
"PRT","DNK",1,2,2,1,2,20,1,"EURO"
"POL","DNK",1,3,3,3,1,6,1,"EURO"
"DNK","DNK",0,3,3,1,2,328093,1,"EURO"
"BEL","DNK",1,1,1,1,1,67,1,"EURO"
"HUN","DNK",1,3,34,1,1,20,1,"EURO"
"PRT","DNK",1,3,3,2,1,1,1,"EURO"
"AUS","DNK",1,3,3,1,1,757,1,"EURO"
"NOR","DNK",1,1,1,3,2,810,1,"EURO"
"NOR","DNK",1,2,2,1,1,2562,1,"EURO"
"POL","DNK",1,3,3,99,1,3,1,"EURO"
"LUX","DNK",1,3,3,1,2,207,1,"EURO"
"NOR","DNK",1,2,2,2,2,76,1,"EURO"
"NOR","DNK",1,3,3,2,1,38,1,"EURO"
"NOR","DNK",1,3,3,3,1,367,1,"EURO"
"SWE","DNK",1,99,99,1,2,140,1,"EURO"
"BEL","DNK",1,99,99,3,1,17,1,"EURO"
"ITA","DNK",1,2,2,3,2,450,1,"EURO"
"NOR","DNK",1,99,99,1,2,894,1,"EURO"
"PRT","DNK",1,1,1,3,2,30,1,"EURO"
"TUR","DNK",1,2,2,3,2,339,1,"EURO"
"CZE","DNK",1,1,1,1,2,1,1,"EURO"
"BEL","DNK",1,3,3,2,1,15,1,"EURO"
"POL","DNK",1,2,2,3,1,51,1,"EURO"
"BEL","DNK",1,2,2,2,1,7,1,"EURO"
"NOR","DNK",1,99,99,1,1,1500,1,"EURO"
"NOR","DNK",1,3,3,1,2,2257,1,"EURO"
"GBR","DNK",1,3,34,1,2,2751,1,"EURO"
"DNK","DNK",0,1,1,2,1,17987,1,"EURO"
"FIN","DNK",1,3,3,3,1,10,1,"EURO"
"CHE","DNK",1,99,99,2,1,1,1,"EURO"
"MEX","DNK",1,1,1,3,1,8,1,"EURO"
"SWE","DNK",1,2,2,3,1,2955,1,"EURO"
"GRC","DNK",1,2,2,1,2,109,1,"EURO"
"GRC","DNK",1,3,3,2,1,4,1,"EURO"
"GRC","DNK",1,3,3,3,2,76,1,"EURO"
"BEL","DNK",1,2,2,99,2,2,1,"EURO"
"GRC","DNK",1,99,99,3,2,2,1,"EURO"
"MEX","DNK",1,2,2,99,1,1,1,"EURO"
"GBR","DNK",1,1,1,3,2,780,1,"EURO"
"AUS","DNK",1,1,1,3,1,406,1,"EURO"
"FRA","DNK",1,2,2,3,1,226,1,"EURO"
"CHE","DNK",1,1,1,2,2,19,1,"EURO"
"DNK","DNK",0,2,2,2,2,20824,1,"EURO"
"SWE","DNK",1,3,3,1,1,1840,1,"EURO"
"TUR","DNK",1,1,1,3,2,223,1,"EURO"
"CZE","DNK",1,3,3,2,1,1,1,"EURO"
"PRT","DNK",1,2,2,2,2,3,1,"EURO"
"FRA","DNK",1,1,1,2,1,4,1,"EURO"
"DNK","DNK",0,2,2,3,1,170124,1,"EURO"
"FRA","DNK",1,3,34,1,2,777,1,"EURO"
"IRL","DNK",1,3,4,1,1,6,1,"EURO"
"BEL","DNK",1,1,1,1,2,57,1,"EURO"
"CHE","DNK",1,1,1,3,2,188,1,"EURO"
"CZE","DNK",1,99,99,1,1,1,1,"EURO"
"AUT","DNK",1,3,34,1,1,73,1,"EURO"
"NZL","DNK",1,99,99,2,1,6,1,"EURO"
"PRT","DNK",1,3,4,1,2,3,1,"EURO"
"HUN","DNK",1,2,2,3,1,7,1,"EURO"
"GRC","DNK",1,3,3,1,1,49,1,"EURO"
"ESP","DNK",1,3,4,1,2,20,1,"EURO"
"CZE","DNK",1,1,1,1,1,6,1,"EURO"
"SWE","DNK",1,3,3,3,1,1335,1,"EURO"
"LUX","DNK",1,99,99,1,1,92,1,"EURO"
"NZL","DNK",1,3,3,2,1,9,1,"EURO"
"NZL","DNK",1,2,2,3,1,120,1,"EURO"
"USA","DNK",1,2,2,3,1,1914,1,"EURO"
"LUX","DNK",1,2,2,1,1,171,1,"EURO"
"GBR","DNK",1,2,2,2,2,91,1,"EURO"
"HUN","DNK",1,1,1,3,1,2,1,"EURO"
"CAN","DNK",1,2,2,1,2,1485,1,"EURO"
"CAN","DNK",1,3,4,1,2,50,1,"EURO"
"FIN","DNK",1,2,2,2,2,5,1,"EURO"
"CHE","DNK",1,2,2,2,2,40,1,"EURO"
"CHE","DNK",1,3,4,3,1,56,1,"EURO"
"AUT","DNK",1,3,34,3,2,44,1,"EURO"
"LUX","DNK",1,1,1,3,1,12,1,"EURO"
"TUR","DNK",1,99,99,1,1,3,1,"EURO"
"CHE","DNK",1,3,3,3,1,45,1,"EURO"
"CZE","DNK",1,2,2,3,1,5,1,"EURO"
"TUR","DNK",1,3,4,1,2,7,1,"EURO"
"BEL","DNK",1,1,1,2,1,4,1,"EURO"
"IRL","DNK",1,3,3,3,1,15,1,"EURO"
"CAN","DNK",1,2,2,1,1,2310,1,"EURO"
"CAN","DNK",1,1,1,2,2,15,1,"EURO"
"ITA","DNK",1,1,1,2,1,12,1,"EURO"
"IRL","DNK",1,2,2,2,2,6,1,"EURO"
"AUS","DNK",1,2,2,3,2,437,1,"EURO"
"USA","DNK",1,3,4,3,2,80,1,"EURO"
"FRA","DNK",1,2,2,3,2,690,1,"EURO"
"CAN","DNK",1,3,3,2,1,45,1,"EURO"
"BEL","DNK",1,3,4,1,2,6,1,"EURO"
"CHE","DNK",1,1,1,1,1,62,1,"EURO"
"GBR","DNK",1,99,99,3,2,246,1,"EURO"
"NZL","DNK",1,3,4,2,2,3,1,"EURO"
"HUN","DNK",1,2,2,1,2,6,1,"EURO"
"IRL","DNK",1,3,3,2,1,6,1,"EURO"
"TUR","DNK",1,3,4,1,1,15,1,"EURO"
"NZL","DNK",1,1,1,3,1,45,1,"EURO"
"AUS","DNK",1,1,1,99,1,9,1,"EURO"
"TUR","DNK",1,3,3,3,2,182,1,"EURO"
"NOR","DNK",1,99,99,2,2,38,1,"EURO"
"ITA","DNK",1,3,4,3,2,11,1,"EURO"
"MEX","DNK",1,3,3,3,2,28,1,"EURO"
"HUN","DNK",1,2,2,1,1,9,1,"EURO"
"BEL","DNK",1,3,3,1,1,392,1,"EURO"
"PRT","DNK",1,2,2,1,1,19,1,"EURO"
"AUT","DNK",1,2,2,2,2,19,1,"EURO"
"ITA","DNK",1,2,2,2,1,8,1,"EURO"
"NZL","DNK",1,99,99,3,1,57,1,"EURO"
"DNK","DNK",0,3,3,3,1,50677,1,"EURO"
"CHE","DNK",1,3,4,2,1,10,1,"EURO"
"SVK","DNK",1,2,2,1,1,2,1,"EURO"
"BEL","DNK",1,1,1,2,2,7,1,"EURO"
"CHE","DNK",1,3,3,2,1,4,1,"EURO"
"GRC","DNK",1,2,2,3,2,158,1,"EURO"
"NZL","DNK",1,1,1,3,2,48,1,"EURO"
"SVK","DNK",1,2,2,3,1,1,1,"EURO"
"AUT","DNK",1,2,2,3,2,127,1,"EURO"
"SWE","DNK",1,2,2,2,2,175,1,"EURO"
"GBR","DNK",1,99,99,2,1,21,1,"EURO"
"IRL","DNK",1,99,99,1,2,6,1,"EURO"
"ITA","DNK",1,1,1,2,2,20,1,"EURO"
"BEL","DNK",1,3,4,3,2,3,1,"EURO"
"GBR","DNK",1,99,99,1,2,376,1,"EURO"
"GRC","DNK",1,1,1,1,1,17,1,"EURO"
"DNK","DNK",0,3,4,3,2,63,1,"EURO"
"USA","DNK",1,3,3,1,2,4024,1,"EURO"
"NZL","DNK",1,1,1,1,2,30,1,"EURO"
"ESP","DNK",1,3,4,3,2,20,1,"EURO"
"CHE","DNK",1,99,99,1,1,29,1,"EURO"
"PRT","DNK",1,1,1,1,2,12,1,"EURO"
"PRT","DNK",1,3,4,2,2,1,1,"EURO"
"AUT","DNK",1,1,1,1,2,87,1,"EURO"
"AUT","DNK",1,2,2,1,1,126,1,"EURO"
"PRT","DNK",1,1,1,2,2,1,1,"EURO"
"FIN","DNK",1,1,1,2,2,5,1,"EURO"
"NOR","DNK",1,3,4,1,2,84,1,"EURO"
"CHE","DNK",1,3,3,3,2,99,1,"EURO"
"GBR","DNK",1,1,1,1,2,666,1,"EURO"
"HUN","DNK",1,3,34,3,1,3,1,"EURO"
"HUN","DNK",1,3,34,1,2,5,1,"EURO"
"FRA","DNK",1,2,2,1,1,328,1,"EURO"
"GRC","DNK",1,2,2,2,2,30,1,"EURO"
"PRT","DNK",1,3,3,3,2,30,1,"EURO"
"TUR","DNK",1,99,99,2,2,4,1,"EURO"
"USA","DNK",1,3,3,3,1,1709,1,"EURO"
"PRT","DNK",1,1,1,1,1,21,1,"EURO"
"FIN","DNK",1,1,1,3,2,60,1,"EURO"
"BEL","DNK",1,1,1,99,2,2,1,"EURO"
"DNK","DNK",0,99,99,2,2,661,1,"EURO"
"FRA","DNK",1,2,2,2,1,38,1,"EURO"
"DNK","DNK",0,1,1,1,2,325674,1,"EURO"
"CHE","DNK",1,99,99,3,2,81,1,"EURO"
"IRL","DNK",1,3,3,1,1,126,1,"EURO"
"CAN","DNK",1,1,1,1,1,815,1,"EURO"
"ESP","DNK",1,3,3,1,2,320,1,"EURO"
"PRT","DNK",1,3,3,1,1,43,1,"EURO"
"AUS","DNK",1,99,99,3,2,292,1,"EURO"
"AUS","DNK",1,99,99,1,1,214,1,"EURO"
"TUR","DNK",1,99,99,3,1,48,1,"EURO"
"AUS","DNK",1,2,2,2,1,82,1,"EURO"
"TUR","DNK",1,1,1,2,1,37,1,"EURO"
"POL","DNK",1,3,3,1,1,36,1,"EURO"
"BEL","DNK",1,3,3,1,2,418,1,"EURO"
"MEX","DNK",1,1,1,3,2,7,1,"EURO"
"AUS","DNK",1,1,1,3,2,671,1,"EURO"
"SWE","DNK",1,1,1,2,1,120,1,"EURO"
"NOR","DNK",1,1,1,2,1,29,1,"EURO"
"NZL","DNK",1,3,4,3,1,9,1,"EURO"
"TUR","DNK",1,99,99,3,2,71,1,"EURO"
"NOR","DNK",1,2,2,1,2,2289,1,"EURO"
"USA","DNK",1,2,2,3,2,4817,1,"EURO"
"NZL","DNK",1,1,1,1,1,36,1,"EURO"
"NZL","DNK",1,3,4,1,1,30,1,"EURO"
"ITA","DNK",1,2,2,1,1,169,1,"EURO"
"FIN","DNK",1,3,3,1,1,40,1,"EURO"
"TUR","DNK",1,2,2,3,1,239,1,"EURO"
"NZL","DNK",1,2,2,1,2,150,1,"EURO"
"DNK","DNK",0,3,4,1,1,5435,1,"EURO"
"SWE","DNK",1,99,99,3,2,4360,1,"EURO"
"NZL","DNK",1,2,2,2,1,9,1,"EURO"
"CAN","DNK",1,1,1,2,1,50,1,"EURO"
"USA","DNK",1,3,3,1,1,5040,1,"EURO"
"CHE","DNK",1,3,3,2,2,10,1,"EURO"
"HUN","DNK",1,1,1,1,2,5,1,"EURO"
"CZE","DNK",1,3,4,2,1,1,1,"EURO"
"ITA","DNK",1,2,2,3,1,63,1,"EURO"
"ITA","DNK",1,3,3,1,2,199,1,"EURO"
"ITA","DNK",1,3,4,3,1,7,1,"EURO"
"ESP","DNK",1,1,1,3,2,920,1,"EURO"
"NOR","DNK",1,99,99,3,2,550,1,"EURO"
"GBR","DNK",1,99,99,1,1,405,1,"EURO"
"NZL","DNK",1,99,99,3,2,54,1,"EURO"
"AUS","DNK",1,2,2,1,2,579,1,"EURO"
"NZL","DNK",1,3,3,3,2,39,1,"EURO"
"LUX","DNK",1,2,2,2,2,3,1,"EURO"
"FIN","DNK",1,3,4,1,1,5,1,"EURO"
"BEL","DNK",1,3,4,1,1,21,1,"EURO"
"LUX","DNK",1,2,2,2,1,3,1,"EURO"
"GBR","DNK",1,2,2,1,2,2152,1,"EURO"
"SVK","DNK",1,2,2,1,2,3,1,"EURO"
"IRL","DNK",1,1,1,3,1,15,1,"EURO"
"FIN","DNK",1,3,3,3,2,25,1,"EURO"
"BEL","DNK",1,1,1,3,2,79,1,"EURO"
"NZL","DNK",1,99,99,1,2,30,1,"EURO"
"AUS","DNK",1,3,3,3,2,301,1,"EURO"
"AUT","DNK",1,3,34,1,2,83,1,"EURO"
"CAN","DNK",1,3,4,1,1,100,1,"EURO"
"PRT","DNK",1,3,3,1,2,34,1,"EURO"
"TUR","DNK",1,3,3,2,2,27,1,"EURO"
"CZE","DNK",1,3,3,3,2,9,1,"EURO"
"GRC","DNK",1,3,4,3,2,2,1,"EURO"
"FRA","DNK",1,1,1,2,2,16,1,"EURO"
"GBR","DNK",1,3,34,3,2,1322,1,"EURO"
"FRA","DNK",1,3,34,2,1,35,1,"EURO"
"GBR","DNK",1,1,1,2,1,37,1,"EURO"
"TUR","DNK",1,3,4,3,1,2,1,"EURO"
"AUS","DNK",1,1,1,99,2,6,1,"EURO"
"FRA","DNK",1,1,1,3,1,201,1,"EURO"
"CZE","DNK",1,1,1,3,2,7,1,"EURO"
"FIN","DNK",1,1,1,1,2,30,1,"EURO"
"POL","DNK",1,2,2,2,1,3,1,"EURO"
"DNK","DNK",0,99,99,1,1,17240,1,"EURO"
"FRA","DNK",1,1,1,1,1,100,1,"EURO"
"NZL","DNK",1,3,4,3,2,9,1,"EURO"
"LUX","DNK",1,1,1,2,2,1,1,"EURO"
"NOR","DNK",1,99,99,2,1,86,1,"EURO"
"CHE","DNK",1,3,4,2,2,15,1,"EURO"
"SWE","DNK",1,1,1,2,2,75,1,"EURO"
"POL","DNK",1,2,2,3,2,39,1,"EURO"
"USA","DNK",1,2,2,2,2,165,1,"EURO"
"BEL","DNK",1,99,99,2,2,4,1,"EURO"
"LUX","DNK",1,99,99,3,1,32,1,"EURO"
"ITA","DNK",1,1,1,1,1,91,1,"EURO"
"CHE","DNK",1,2,2,1,2,728,1,"EURO"
"LUX","DNK",1,99,99,2,2,2,1,"EURO"
"GRC","DNK",1,2,2,3,1,25,1,"EURO"
"CAN","DNK",1,3,3,3,1,820,1,"EURO"
"ITA","DNK",1,1,1,3,1,67,1,"EURO"
"FRA","DNK",1,3,34,3,2,702,1,"EURO"
"CAN","DNK",1,3,3,1,1,1850,1,"EURO"
"POL","DNK",1,3,3,3,2,3,1,"EURO"
"SWE","DNK",1,2,2,3,2,2695,1,"EURO"
"GRC","DNK",1,99,99,1,2,1,1,"EURO"
"SWE","DNK",1,3,4,1,2,80,1,"EURO"
"BEL","DNK",1,2,2,3,2,86,1,"EURO"
"BEL","DNK",1,3,3,3,2,113,1,"EURO"
"GBR","DNK",1,1,1,3,1,283,1,"EURO"
"SVK","DNK",1,2,2,2,2,1,1,"EURO"
"DNK","DNK",0,99,99,1,2,9332,1,"EURO"
"PRT","DNK",1,2,2,3,1,15,1,"EURO"
"MEX","DNK",1,99,99,1,1,14,1,"EURO"
"BEL","DNK",1,3,3,99,2,1,1,"EURO"
"DNK","DNK",0,3,4,2,1,46,1,"EURO"
"USA","DNK",1,1,1,2,1,55,1,"EURO"
"ITA","DNK",1,3,4,2,2,1,1,"EURO"
"SWE","DNK",1,3,4,3,2,30,1,"EURO"
"GBR","DNK",1,1,1,1,1,464,1,"EURO"
"DNK","DNK",0,2,2,2,1,20513,1,"EURO"
"DNK","DNK",0,1,1,1,1,387026,1,"EURO"
"SWE","DNK",1,99,99,1,1,430,1,"EURO"
"GBR","DNK",1,99,99,99,2,818,1,"EURO"
"NZL","DNK",1,3,4,1,2,21,1,"EURO"
"TUR","DNK",1,1,1,2,2,26,1,"EURO"
"TUR","DNK",1,3,4,3,2,11,1,"EURO"
"ITA","DNK",1,3,3,3,2,170,1,"EURO"
"PRT","DNK",1,3,4,1,1,15,1,"EURO"
"FIN","DNK",1,3,4,1,2,5,1,"EURO"
"MEX","DNK",1,1,1,1,1,7,1,"EURO"
"AUS","DNK",1,2,2,3,1,663,1,"EURO"
"FRA","DNK",1,2,2,1,2,499,1,"EURO"
"GRC","DNK",1,99,99,3,1,3,1,"EURO"
"DNK","DNK",0,1,1,2,2,20602,1,"EURO"
"USA","DNK",1,3,4,1,2,155,1,"EURO"
"CZE","DNK",1,3,3,1,2,8,1,"EURO"
"CAN","DNK",1,1,1,3,1,1640,1,"EURO"
"NOR","DNK",1,3,4,3,2,12,1,"EURO"
"MEX","DNK",1,99,99,3,1,2,1,"EURO"
"IRL","DNK",1,99,99,3,2,15,1,"EURO"
"MEX","DNK",1,3,4,3,1,2,1,"EURO"
"POL","DNK",1,99,99,99,2,3,1,"EURO"
"MEX","DNK",1,3,3,1,1,42,1,"EURO"
"MEX","DNK",1,2,2,1,2,10,1,"EURO"
"MEX","DNK",1,2,2,2,1,1,1,"EURO"
"GRC","DNK",1,1,1,3,1,17,1,"EURO"
"MEX","DNK",1,2,2,1,1,14,1,"EURO"
"CZE","DNK",1,2,2,3,2,11,1,"EURO"
"SWE","DNK",1,3,4,3,1,80,1,"EURO"
"CAN","DNK",1,2,2,2,2,105,1,"EURO"
"FIN","DNK",1,3,3,2,2,5,1,"EURO"
"ESP","DNK",1,2,2,1,1,220,1,"EURO"
"ITA","DNK",1,1,1,3,2,254,1,"EURO"
"GRC","DNK",1,3,3,2,2,16,1,"EURO"
"POL","DNK",1,1,1,2,1,3,1,"EURO"
"USA","DNK",1,2,2,1,2,3445,1,"EURO"
"BEL","DNK",1,1,1,3,1,58,1,"EURO"
"GBR","DNK",1,2,2,3,1,388,1,"EURO"
"CZE","DOM",1,2,2,2,2,1,0,"SCAC"
"USA","DOM",1,3,4,3,1,365,0,"SCAC"
"NOR","DOM",1,1,1,1,1,6,0,"SCAC"
"CHE","DOM",1,99,99,2,1,27,0,"SCAC"
"ESP","DOM",1,3,4,1,2,160,0,"SCAC"
"GRC","DOM",1,2,2,1,1,1,0,"SCAC"
"SWE","DOM",1,3,3,3,2,15,0,"SCAC"
"NOR","DOM",1,2,2,2,1,6,0,"SCAC"
"DNK","DOM",1,2,2,1,2,12,0,"SCAC"
"ESP","DOM",1,2,2,3,1,580,0,"SCAC"
"USA","DOM",1,3,3,3,2,13365,0,"SCAC"
"CHE","DOM",1,3,4,3,1,3,0,"SCAC"
"ESP","DOM",1,3,3,1,2,1360,0,"SCAC"
"ITA","DOM",1,2,2,2,2,361,0,"SCAC"
"BEL","DOM",1,1,1,99,2,7,0,"SCAC"
"BEL","DOM",1,1,1,2,1,19,0,"SCAC"
"DNK","DOM",1,3,4,1,2,1,0,"SCAC"
"LUX","DOM",1,1,1,1,2,18,0,"SCAC"
"MEX","DOM",1,3,3,2,1,1,0,"SCAC"
"ESP","DOM",1,1,1,3,1,1920,0,"SCAC"
"FIN","DOM",1,1,1,3,2,10,0,"SCAC"
"NOR","DOM",1,99,99,1,2,31,0,"SCAC"
"PRT","DOM",1,2,2,3,1,1,0,"SCAC"
"GBR","DOM",1,2,2,3,1,3,0,"SCAC"
"HUN","DOM",1,1,1,3,2,1,0,"SCAC"
"SWE","DOM",1,1,1,3,2,25,0,"SCAC"
"PRT","DOM",1,3,3,1,2,3,0,"SCAC"
"BEL","DOM",1,99,99,3,1,4,0,"SCAC"
"LUX","DOM",1,1,1,3,2,25,0,"SCAC"
"CAN","DOM",1,2,2,3,1,100,0,"SCAC"
"GBR","DOM",1,1,1,2,2,10,0,"SCAC"
"ESP","DOM",1,1,1,2,1,1160,0,"SCAC"
"GRC","DOM",1,1,1,1,2,11,0,"SCAC"
"GBR","DOM",1,2,2,1,2,19,0,"SCAC"
"DNK","DOM",1,1,1,3,1,9,0,"SCAC"
"GBR","DOM",1,3,34,2,1,6,0,"SCAC"
"CHE","DOM",1,1,1,1,1,302,0,"SCAC"
"BEL","DOM",1,3,3,3,1,4,0,"SCAC"
"LUX","DOM",1,3,3,1,1,1,0,"SCAC"
"USA","DOM",1,3,3,3,1,6225,0,"SCAC"
"NOR","DOM",1,1,1,2,2,3,0,"SCAC"
"SWE","DOM",1,1,1,1,2,20,0,"SCAC"
"CHE","DOM",1,3,4,2,2,21,0,"SCAC"
"NOR","DOM",1,2,2,3,1,10,0,"SCAC"
"NOR","DOM",1,3,4,3,2,2,0,"SCAC"
"CHE","DOM",1,3,4,1,1,24,0,"SCAC"
"MEX","DOM",1,1,1,1,1,53,0,"SCAC"
"NOR","DOM",1,99,99,3,1,13,0,"SCAC"
"BEL","DOM",1,2,2,3,2,48,0,"SCAC"
"NOR","DOM",1,99,99,3,2,48,0,"SCAC"
"DNK","DOM",1,99,99,3,1,2,0,"SCAC"
"SWE","DOM",1,2,2,2,2,5,0,"SCAC"
"SWE","DOM",1,2,2,1,1,45,0,"SCAC"
"BEL","DOM",1,3,3,3,2,9,0,"SCAC"
"NOR","DOM",1,3,3,1,1,2,0,"SCAC"
"ESP","DOM",1,2,2,1,2,2680,0,"SCAC"
"GBR","DOM",1,1,1,2,1,17,0,"SCAC"
"BEL","DOM",1,2,2,3,1,16,0,"SCAC"
"BEL","DOM",1,3,3,1,2,19,0,"SCAC"
"GBR","DOM",1,2,2,3,2,31,0,"SCAC"
"SWE","DOM",1,1,1,1,1,15,0,"SCAC"
"GRC","DOM",1,3,3,1,2,1,0,"SCAC"
"USA","DOM",1,3,3,2,1,1275,0,"SCAC"
"NOR","DOM",1,2,2,1,1,25,0,"SCAC"
"GRC","DOM",1,2,2,3,1,1,0,"SCAC"
"FRA","DOM",1,1,1,2,1,8,0,"SCAC"
"ESP","DOM",1,3,3,3,1,380,0,"SCAC"
"BEL","DOM",1,1,1,99,1,1,0,"SCAC"
"ITA","DOM",1,3,3,2,1,10,0,"SCAC"
"CHE","DOM",1,3,4,2,1,3,0,"SCAC"
"NOR","DOM",1,99,99,2,1,4,0,"SCAC"
"SWE","DOM",1,1,1,2,1,5,0,"SCAC"
"DNK","DOM",1,2,2,1,1,4,0,"SCAC"
"BEL","DOM",1,2,2,1,1,31,0,"SCAC"
"CAN","DOM",1,3,3,3,2,180,0,"SCAC"
"AUS","DOM",1,2,2,1,1,5,0,"SCAC"
"GBR","DOM",1,99,99,99,2,17,0,"SCAC"
"GBR","DOM",1,3,34,1,2,31,0,"SCAC"
"LUX","DOM",1,1,1,2,1,2,0,"SCAC"
"ITA","DOM",1,2,2,3,2,999,0,"SCAC"
"MEX","DOM",1,2,2,1,2,27,0,"SCAC"
"CHE","DOM",1,3,3,1,1,13,0,"SCAC"
"GRC","DOM",1,2,2,3,2,43,0,"SCAC"
"MEX","DOM",1,3,4,3,2,8,0,"SCAC"
"CAN","DOM",1,2,2,1,2,500,0,"SCAC"
"USA","DOM",1,1,1,1,2,56730,0,"SCAC"
"CAN","DOM",1,1,1,1,2,385,0,"SCAC"
"MEX","DOM",1,99,99,3,2,14,0,"SCAC"
"SWE","DOM",1,3,3,2,2,5,0,"SCAC"
"HUN","DOM",1,2,2,1,2,2,0,"SCAC"
"NOR","DOM",1,99,99,2,2,3,0,"SCAC"
"GRC","DOM",1,99,99,3,2,1,0,"SCAC"
"ITA","DOM",1,3,3,1,1,64,0,"SCAC"
"LUX","DOM",1,2,2,3,1,7,0,"SCAC"
"LUX","DOM",1,3,3,3,2,2,0,"SCAC"
"SWE","DOM",1,3,3,1,2,15,0,"SCAC"
"LUX","DOM",1,99,99,2,2,1,0,"SCAC"
"LUX","DOM",1,99,99,3,2,15,0,"SCAC"
"DNK","DOM",1,99,99,3,2,2,0,"SCAC"
"ESP","DOM",1,3,3,2,1,160,0,"SCAC"
"CHE","DOM",1,3,4,1,2,88,0,"SCAC"
"NOR","DOM",1,3,3,2,2,1,0,"SCAC"
"GRC","DOM",1,3,3,3,2,2,0,"SCAC"
"LUX","DOM",1,2,2,3,2,18,0,"SCAC"
"ITA","DOM",1,3,4,3,2,13,0,"SCAC"
"PRT","DOM",1,2,2,1,1,3,0,"SCAC"
"MEX","DOM",1,1,1,3,1,20,0,"SCAC"
"PRT","DOM",1,1,1,3,2,6,0,"SCAC"
"GBR","DOM",1,2,2,2,2,3,0,"SCAC"
"USA","DOM",1,1,1,1,1,70115,0,"SCAC"
"LUX","DOM",1,99,99,3,1,5,0,"SCAC"
"GBR","DOM",1,3,34,2,2,4,0,"SCAC"
"CAN","DOM",1,1,1,1,1,410,0,"SCAC"
"CHE","DOM",1,1,1,3,2,577,0,"SCAC"
"ITA","DOM",1,3,3,2,2,81,0,"SCAC"
"CAN","DOM",1,3,3,1,1,270,0,"SCAC"
"NOR","DOM",1,1,1,1,2,17,0,"SCAC"
"CAN","DOM",1,1,1,2,1,75,0,"SCAC"
"GBR","DOM",1,3,34,3,2,31,0,"SCAC"
"PRT","DOM",1,1,1,1,2,1,0,"SCAC"
"BEL","DOM",1,2,2,1,2,66,0,"SCAC"
"CAN","DOM",1,2,2,2,2,70,0,"SCAC"
"ESP","DOM",1,3,3,1,1,860,0,"SCAC"
"ITA","DOM",1,1,1,2,1,253,0,"SCAC"
"GBR","DOM",1,99,99,1,2,6,0,"SCAC"
"USA","DOM",1,3,4,2,1,25,0,"SCAC"
"BEL","DOM",1,3,3,2,2,16,0,"SCAC"
"LUX","DOM",1,2,2,2,2,7,0,"SCAC"
"BEL","DOM",1,99,99,3,2,13,0,"SCAC"
"DNK","DOM",1,3,3,3,2,4,0,"SCAC"
"GBR","DOM",1,99,99,3,2,9,0,"SCAC"
"BEL","DOM",1,99,99,99,2,98,0,"SCAC"
"AUS","DOM",1,2,2,1,2,4,0,"SCAC"
"BEL","DOM",1,3,4,1,2,1,0,"SCAC"
"BEL","DOM",1,2,2,99,2,1,0,"SCAC"
"BEL","DOM",1,2,2,99,1,2,0,"SCAC"
"CHE","DOM",1,99,99,1,1,141,0,"SCAC"
"BEL","DOM",1,1,1,2,2,73,0,"SCAC"
